"x0, y0, z0","x1, y1, z1","x2, y2, z2","x3, y3, z3","x4, y4, z4","x5, y5, z5","x6, y6, z6","x7, y7, z7","x8, y8, z8","x9, y9, z9","x10, y10, z10","x11, y11, z11","x12, y12, z12","x13, y13, z13","x14, y14, z14","x15, y15, z15","x16, y16, z16","x17, y17, z17","x18, y18, z18","x19, y19, z19","x20, y20, z20"
"[0.29263144731521606, 0.6089340448379517, 4.549602863335167e-07]","[0.2725277841091156, 0.5210400819778442, -0.01241896953433752]","[0.26743781566619873, 0.43903788924217224, -0.031237252056598663]","[0.2569440007209778, 0.3678490221500397, -0.04840987175703049]","[0.2391986846923828, 0.31714388728141785, -0.06751179695129395]","[0.35226285457611084, 0.42461922764778137, -0.05351237207651138]","[0.3874397873878479, 0.3245733380317688, -0.07630574703216553]","[0.4099957048892975, 0.2684711217880249, -0.08730501681566238]","[0.42981061339378357, 0.22476312518119812, -0.09369989484548569]","[0.3845674395561218, 0.45792415738105774, -0.05981922522187233]","[0.4404188394546509, 0.36313891410827637, -0.08108604699373245]","[0.4774996340274811, 0.3058379292488098, -0.09152457118034363]","[0.5074818730354309, 0.26458045840263367, -0.09889986366033554]","[0.4063268005847931, 0.5013089776039124, -0.06479903310537338]","[0.4658888578414917, 0.424436092376709, -0.08616642653942108]","[0.503195583820343, 0.3758997321128845, -0.09862127155065536]","[0.5313512682914734, 0.33864521980285645, -0.10648354142904282]","[0.42073071002960205, 0.5475509166717529, -0.06897102296352386]","[0.4805988669395447, 0.5113189220428467, -0.0873686820268631]","[0.5166610479354858, 0.49017053842544556, -0.09440550208091736]","[0.5476894974708557, 0.46971970796585083, -0.09822011739015579]"
"[0.5630884766578674, 0.5966700315475464, 4.540625013760291e-07]","[0.5892689824104309, 0.5249085426330566, -0.019100457429885864]","[0.599416971206665, 0.45229917764663696, -0.03433345630764961]","[0.6124738454818726, 0.3937261402606964, -0.045859601348638535]","[0.6309779286384583, 0.3566165566444397, -0.05828467011451721]","[0.5315303802490234, 0.4554135799407959, -0.04097976163029671]","[0.49519649147987366, 0.39938604831695557, -0.05862727016210556]","[0.4680287837982178, 0.3627742528915405, -0.06955808401107788]","[0.44898363947868347, 0.33629125356674194, -0.07626372575759888]","[0.5032874941825867, 0.47510382533073425, -0.038852665573358536]","[0.47166675329208374, 0.4071430563926697, -0.0576852485537529]","[0.45394352078437805, 0.3569158911705017, -0.06849198043346405]","[0.44428157806396484, 0.32015326619148254, -0.07564006745815277]","[0.48292672634124756, 0.5001935362815857, -0.03605987876653671]","[0.4497554302215576, 0.4422539472579956, -0.05074657127261162]","[0.43615713715553284, 0.39980751276016235, -0.05747152492403984]","[0.43184471130371094, 0.370031476020813, -0.061134010553359985]","[0.4686576724052429, 0.5284960269927979, -0.034137725830078125]","[0.43949833512306213, 0.48751139640808105, -0.04343576356768608]","[0.42603737115859985, 0.4593966603279114, -0.045405276119709015]","[0.41859281063079834, 0.43897977471351624, -0.04591282457113266]"
"[0.2916717529296875, 0.6109735369682312, 4.416270371621067e-07]","[0.27297458052635193, 0.5236242413520813, -0.012821109965443611]","[0.26794853806495667, 0.44203490018844604, -0.030957411974668503]","[0.2559550106525421, 0.37034744024276733, -0.047480616718530655]","[0.23833541572093964, 0.31876587867736816, -0.06586001068353653]","[0.35236820578575134, 0.42457786202430725, -0.050645217299461365]","[0.3872829079627991, 0.32465460896492004, -0.074073426425457]","[0.41040095686912537, 0.26797887682914734, -0.08594022691249847]","[0.431181937456131, 0.22465862333774567, -0.09285051375627518]","[0.3844881057739258, 0.45612865686416626, -0.05643914267420769]","[0.44113099575042725, 0.36311671137809753, -0.07749853283166885]","[0.47816479206085205, 0.3063739538192749, -0.088184654712677]","[0.5074037909507751, 0.26551657915115356, -0.09562963247299194]","[0.4059845805168152, 0.4991874396800995, -0.06132325157523155]","[0.4664433002471924, 0.42457225918769836, -0.08271192759275436]","[0.5043028593063354, 0.37621742486953735, -0.09547853469848633]","[0.5329570174217224, 0.33889317512512207, -0.10338432341814041]","[0.420168936252594, 0.5466718673706055, -0.06552404910326004]","[0.4790358245372772, 0.5118438601493835, -0.08392737805843353]","[0.5148152112960815, 0.4914315640926361, -0.09110470116138458]","[0.5453203320503235, 0.4713897109031677, -0.09493930637836456]"
"[0.5591694712638855, 0.6000309586524963, 5.168616326045594e-07]","[0.5866163969039917, 0.526354968547821, -0.020159659907221794]","[0.5971986055374146, 0.45158395171165466, -0.03543005511164665]","[0.6094403862953186, 0.3930756449699402, -0.046417150646448135]","[0.629630446434021, 0.3558702766895294, -0.05826572701334953]","[0.5270532965660095, 0.45794323086738586, -0.04507249593734741]","[0.4922843277454376, 0.3997444212436676, -0.06256838887929916]","[0.4666549563407898, 0.3603179454803467, -0.07304283231496811]","[0.44872739911079407, 0.3305720090866089, -0.07996749877929688]","[0.4981005787849426, 0.47647809982299805, -0.042224980890750885]","[0.47410792112350464, 0.4009057581424713, -0.06219687685370445]","[0.46482396125793457, 0.34523653984069824, -0.07355208694934845]","[0.46319276094436646, 0.30403056740760803, -0.08153487741947174]","[0.47870802879333496, 0.5005812048912048, -0.03834614157676697]","[0.45670002698898315, 0.4375041723251343, -0.05419818311929703]","[0.45296093821525574, 0.38868212699890137, -0.06224452704191208]","[0.4580805003643036, 0.35254085063934326, -0.06719763576984406]","[0.46483251452445984, 0.5279221534729004, -0.03526921197772026]","[0.4408407509326935, 0.48641666769981384, -0.04675358161330223]","[0.43477100133895874, 0.45713475346565247, -0.050562936812639236]","[0.4344543218612671, 0.4362920820713043, -0.05245720595121384]"
"[0.29296112060546875, 0.610342264175415, 4.494350491768273e-07]","[0.27409112453460693, 0.5225910544395447, -0.012746643275022507]","[0.2683766484260559, 0.44095417857170105, -0.031053801998496056]","[0.25634631514549255, 0.369773268699646, -0.0477801114320755]","[0.23806656897068024, 0.3183271288871765, -0.06638474017381668]","[0.3544384241104126, 0.421488493680954, -0.050500936806201935]","[0.38990265130996704, 0.32399654388427734, -0.07336310297250748]","[0.41245540976524353, 0.2681441009044647, -0.08495370298624039]","[0.43230974674224854, 0.2244998812675476, -0.09196102619171143]","[0.38652363419532776, 0.4543706476688385, -0.056607168167829514]","[0.44250357151031494, 0.36331790685653687, -0.0779089704155922]","[0.4793958067893982, 0.3079648017883301, -0.08906008303165436]","[0.5090925693511963, 0.26752156019210815, -0.09696968644857407]","[0.4077179729938507, 0.49902892112731934, -0.061724595725536346]","[0.4672912061214447, 0.4264901280403137, -0.08348521590232849]","[0.5048986077308655, 0.37904155254364014, -0.09663233906030655]","[0.5332977175712585, 0.3418610990047455, -0.1049112007021904]","[0.4216911792755127, 0.5479249358177185, -0.06609316170215607]","[0.48058345913887024, 0.5141309499740601, -0.08493142575025558]","[0.5157796144485474, 0.49415284395217896, -0.09239739924669266]","[0.5455761551856995, 0.4742853343486786, -0.0965074896812439]"
"[0.5582679510116577, 0.598101019859314, 4.751404958369676e-07]","[0.5871263146400452, 0.5277547240257263, -0.021674824878573418]","[0.5982040762901306, 0.45490697026252747, -0.03862018138170242]","[0.6091787815093994, 0.3952468931674957, -0.05048126354813576]","[0.6272372603416443, 0.3572637140750885, -0.06340739876031876]","[0.5319357514381409, 0.4622558057308197, -0.05026618763804436]","[0.4918975532054901, 0.4106833338737488, -0.06810902804136276]","[0.46120327711105347, 0.37659361958503723, -0.07850131392478943]","[0.4387305676937103, 0.35265272855758667, -0.08504088968038559]","[0.5009579658508301, 0.48175323009490967, -0.04577242583036423]","[0.4702630341053009, 0.41043174266815186, -0.0654686689376831]","[0.45409342646598816, 0.356008917093277, -0.07573211193084717]","[0.4465525150299072, 0.3169298768043518, -0.08270242810249329]","[0.47903913259506226, 0.5050045847892761, -0.039918381720781326]","[0.44723576307296753, 0.4438193142414093, -0.054352037608623505]","[0.43359553813934326, 0.3981826901435852, -0.06078808382153511]","[0.4305930435657501, 0.3662051856517792, -0.06471408903598785]","[0.4632394313812256, 0.5305196642875671, -0.034964051097631454]","[0.4362596273422241, 0.4842216968536377, -0.04469956085085869]","[0.4243427813053131, 0.4511086940765381, -0.04714992269873619]","[0.41901910305023193, 0.4267018437385559, -0.0481308251619339]"
"[0.29164764285087585, 0.611793041229248, 4.4672810872725677e-07]","[0.27418917417526245, 0.5246837735176086, -0.014379172585904598]","[0.2693256139755249, 0.4429221451282501, -0.033105649054050446]","[0.25715190172195435, 0.3712517023086548, -0.05033732205629349]","[0.2391567826271057, 0.3194361925125122, -0.0693804919719696]","[0.3541913330554962, 0.42499881982803345, -0.05013798177242279]","[0.389506459236145, 0.3269026577472687, -0.07434224337339401]","[0.41176700592041016, 0.270602822303772, -0.08713807165622711]","[0.43154335021972656, 0.2264127880334854, -0.09485216438770294]","[0.3849441707134247, 0.4572523832321167, -0.05630671605467796]","[0.4406578540802002, 0.3659488260746002, -0.07896022498607635]","[0.4778132736682892, 0.3092520236968994, -0.09122923016548157]","[0.507881760597229, 0.2671639323234558, -0.0997382327914238]","[0.40583741664886475, 0.5007249116897583, -0.06200726702809334]","[0.4654232859611511, 0.42773979902267456, -0.08538573235273361]","[0.5035710334777832, 0.3796826899051666, -0.09967084228992462]","[0.5323535799980164, 0.3418141007423401, -0.10834570974111557]","[0.4200427234172821, 0.5485641956329346, -0.0672144964337349]","[0.47973906993865967, 0.5150430202484131, -0.08721643686294556]","[0.5163403749465942, 0.4946708083152771, -0.09568758308887482]","[0.5474903583526611, 0.4742687940597534, -0.10039602220058441]"
"[0.5602537393569946, 0.599173903465271, 5.362405204323295e-07]","[0.5866423845291138, 0.5237371325492859, -0.019225535914301872]","[0.5970491766929626, 0.4504728317260742, -0.034748468548059464]","[0.6084111332893372, 0.3935233950614929, -0.046555742621421814]","[0.6269745826721191, 0.3558896780014038, -0.05950922518968582]","[0.5273205041885376, 0.45421499013900757, -0.044288262724876404]","[0.4900347888469696, 0.3964671194553375, -0.06292808800935745]","[0.46280497312545776, 0.356847882270813, -0.07435581833124161]","[0.4431587755680084, 0.32680362462997437, -0.08223580569028854]","[0.49928542971611023, 0.4742663502693176, -0.04327993094921112]","[0.47321411967277527, 0.39960387349128723, -0.06634597480297089]","[0.4641616642475128, 0.3435121476650238, -0.0803995206952095]","[0.4631522297859192, 0.300661563873291, -0.08998506516218185]","[0.48069483041763306, 0.5010365843772888, -0.04108498618006706]","[0.45697152614593506, 0.43911534547805786, -0.06039736792445183]","[0.45446693897247314, 0.3919631540775299, -0.07003168016672134]","[0.46132776141166687, 0.35623329877853394, -0.07566634565591812]","[0.4681137204170227, 0.5317023992538452, -0.03941318392753601]","[0.4442934989929199, 0.4947155714035034, -0.054245300590991974]","[0.44177645444869995, 0.4694306552410126, -0.05905964970588684]","[0.4450667202472687, 0.45063942670822144, -0.06126060709357262]"
"[0.29191017150878906, 0.6139309406280518, 4.535862956345227e-07]","[0.2740441560745239, 0.5253154635429382, -0.01450385246425867]","[0.2694854438304901, 0.44196924567222595, -0.033277470618486404]","[0.25790876150131226, 0.36970752477645874, -0.05033307150006294]","[0.24071770906448364, 0.3180025815963745, -0.06912298500537872]","[0.35416701436042786, 0.4262438714504242, -0.05076489597558975]","[0.3897436559200287, 0.32700568437576294, -0.0745295062661171]","[0.412860631942749, 0.26954081654548645, -0.08697233349084854]","[0.4332549571990967, 0.22506815195083618, -0.09442909806966782]","[0.3856135308742523, 0.45916950702667236, -0.05664382502436638]","[0.44140148162841797, 0.3674633800983429, -0.07846947759389877]","[0.4787055253982544, 0.3103540539741516, -0.09008649736642838]","[0.5088905096054077, 0.2680312991142273, -0.09818471223115921]","[0.4064810276031494, 0.5025935173034668, -0.061942171305418015]","[0.4668554663658142, 0.42960700392723083, -0.08479847759008408]","[0.5051860809326172, 0.3810544013977051, -0.09866827726364136]","[0.534257709980011, 0.34248316287994385, -0.10713225603103638]","[0.4202433228492737, 0.5497749447822571, -0.06670006364583969]","[0.47989243268966675, 0.5160608291625977, -0.08652615547180176]","[0.5161007642745972, 0.49548792839050293, -0.09461021423339844]","[0.5468794703483582, 0.4750686585903168, -0.09898196160793304]"
"[0.5604792833328247, 0.5947630405426025, 5.465517460834235e-07]","[0.5873227119445801, 0.5217940807342529, -0.021533815190196037]","[0.597781240940094, 0.4494155943393707, -0.03740241378545761]","[0.6085114479064941, 0.3944326937198639, -0.04964454844594002]","[0.626348614692688, 0.3561268150806427, -0.06303532421588898]","[0.5269982218742371, 0.44520291686058044, -0.045694392174482346]","[0.49318140745162964, 0.3798771798610687, -0.0674847736954689]","[0.46897339820861816, 0.33373188972473145, -0.0818883404135704]","[0.45154905319213867, 0.29701411724090576, -0.0917918011546135]","[0.5003447532653809, 0.4642728567123413, -0.045226339250802994]","[0.4742875397205353, 0.39323845505714417, -0.06947337836027145]","[0.46586254239082336, 0.33812007308006287, -0.08563496172428131]","[0.46522802114486694, 0.2926024794578552, -0.09711626917123795]","[0.4825749099254608, 0.4926183223724365, -0.04417496547102928]","[0.4643006920814514, 0.43517830967903137, -0.06498653441667557]","[0.4680194556713104, 0.38942521810531616, -0.07606718689203262]","[0.48002418875694275, 0.35324183106422424, -0.0828920379281044]","[0.4703825116157532, 0.526962399482727, -0.044131357222795486]","[0.44914937019348145, 0.49564048647880554, -0.0612301230430603]","[0.44864508509635925, 0.4729664921760559, -0.06785433739423752]","[0.4547671675682068, 0.4552758038043976, -0.0713399276137352]"
"[0.2922762632369995, 0.6131128668785095, 4.517843876783445e-07]","[0.2744302749633789, 0.5244798064231873, -0.013524474576115608]","[0.2699439227581024, 0.4421710968017578, -0.03235967084765434]","[0.25904205441474915, 0.3700830936431885, -0.04956033080816269]","[0.24170227348804474, 0.31814444065093994, -0.06865321099758148]","[0.35365918278694153, 0.4267556369304657, -0.052580539137125015]","[0.3895467221736908, 0.3280842900276184, -0.07683346420526505]","[0.41269004344940186, 0.27138030529022217, -0.089140884578228]","[0.4330698251724243, 0.22721603512763977, -0.09643614292144775]","[0.38481274247169495, 0.45963922142982483, -0.058931026607751846]","[0.44149941205978394, 0.36793404817581177, -0.0816001370549202]","[0.4790411591529846, 0.31080424785614014, -0.09318111836910248]","[0.5091832876205444, 0.2686977982521057, -0.10123109817504883]","[0.40588608384132385, 0.5034199357032776, -0.06440245360136032]","[0.4667558968067169, 0.4304157495498657, -0.08747337013483047]","[0.5051854848861694, 0.3815351128578186, -0.1008850485086441]","[0.5342522263526917, 0.3430205285549164, -0.10907687991857529]","[0.4201597571372986, 0.5513733625411987, -0.0692184790968895]","[0.480044424533844, 0.5172915458679199, -0.08891955018043518]","[0.516008198261261, 0.49631741642951965, -0.09668083488941193]","[0.5466716885566711, 0.4754805564880371, -0.10087497532367706]"
"[0.5595008134841919, 0.5965131521224976, 5.904358317820879e-07]","[0.5854079127311707, 0.5269110798835754, -0.019995376467704773]","[0.5953683257102966, 0.45315662026405334, -0.03771982714533806]","[0.6069220900535583, 0.39565950632095337, -0.05102377384901047]","[0.6249340176582336, 0.35694071650505066, -0.06555766612291336]","[0.5298007726669312, 0.45618945360183716, -0.05694497376680374]","[0.4927721321582794, 0.38550901412963867, -0.07845361530780792]","[0.4678230285644531, 0.33644789457321167, -0.0902974009513855]","[0.450700581073761, 0.2992022931575775, -0.09815472364425659]","[0.502030074596405, 0.47716987133026123, -0.05623818188905716]","[0.47148749232292175, 0.39898788928985596, -0.08115985989570618]","[0.4714120328426361, 0.3406917452812195, -0.09380629658699036]","[0.48022910952568054, 0.29910287261009216, -0.10222017019987106]","[0.48304441571235657, 0.5063687562942505, -0.05367604270577431]","[0.45959925651550293, 0.4426391124725342, -0.07384120672941208]","[0.4735550582408905, 0.39606136083602905, -0.08116444945335388]","[0.49543333053588867, 0.3652665913105011, -0.08514422178268433]","[0.46985507011413574, 0.5395184755325317, -0.05155513063073158]","[0.44935691356658936, 0.49734145402908325, -0.06664349138736725]","[0.45454904437065125, 0.46818429231643677, -0.07082219421863556]","[0.46491146087646484, 0.4485921561717987, -0.07281762361526489]"
"[0.2928566634654999, 0.6120827198028564, 4.5470318355000927e-07]","[0.27399030327796936, 0.5237309336662292, -0.014077792875468731]","[0.26931318640708923, 0.44201600551605225, -0.032816946506500244]","[0.2584357261657715, 0.37033990025520325, -0.04996025934815407]","[0.24150918424129486, 0.3179740905761719, -0.06891295313835144]","[0.3555224537849426, 0.4243147373199463, -0.0502786748111248]","[0.39096513390541077, 0.326835572719574, -0.07378603518009186]","[0.4137779474258423, 0.2702316641807556, -0.08611102402210236]","[0.4338105022907257, 0.22597011923789978, -0.09359868615865707]","[0.3871214687824249, 0.45760029554367065, -0.056373804807662964]","[0.4427794814109802, 0.36738377809524536, -0.07852984219789505]","[0.4797235429286957, 0.3106989860534668, -0.09065132588148117]","[0.509515643119812, 0.26847970485687256, -0.09914850443601608]","[0.4079016149044037, 0.5019540786743164, -0.06180726736783981]","[0.4675990343093872, 0.42958304286003113, -0.08500204980373383]","[0.505712628364563, 0.3813468813896179, -0.0991264209151268]","[0.5345125794410706, 0.3428005576133728, -0.10779308527708054]","[0.4212605655193329, 0.55028235912323, -0.06662324070930481]","[0.4813614785671234, 0.5174988508224487, -0.08663047105073929]","[0.5176331996917725, 0.4975135326385498, -0.09489195048809052]","[0.5485068559646606, 0.47686344385147095, -0.09944164007902145]"
"[0.558056652545929, 0.5926580429077148, 5.739629500567389e-07]","[0.5847983956336975, 0.5237627029418945, -0.022812575101852417]","[0.5943771600723267, 0.45340782403945923, -0.04035191982984543]","[0.605392575263977, 0.3965606391429901, -0.05285976082086563]","[0.6234584450721741, 0.3592355251312256, -0.06611733883619308]","[0.5250324010848999, 0.4528728723526001, -0.052258167415857315]","[0.48968419432640076, 0.3867676854133606, -0.07242732495069504]","[0.4640312194824219, 0.34045112133026123, -0.0847800150513649]","[0.44615471363067627, 0.30472180247306824, -0.09285186231136322]","[0.49780261516571045, 0.4724772274494171, -0.0482303686439991]","[0.4707595407962799, 0.40035274624824524, -0.07171248644590378]","[0.4641215205192566, 0.34469878673553467, -0.08503982424736023]","[0.46578505635261536, 0.30281388759613037, -0.09407828748226166]","[0.47939789295196533, 0.4990057051181793, -0.04262842610478401]","[0.45430344343185425, 0.4400798976421356, -0.06007259711623192]","[0.4548603892326355, 0.3946945071220398, -0.06651429086923599]","[0.46506431698799133, 0.3628389835357666, -0.07003656774759293]","[0.4658397138118744, 0.5296461582183838, -0.03798264265060425]","[0.4407857358455658, 0.4894830286502838, -0.05025722458958626]","[0.4360656142234802, 0.4598236382007599, -0.05324679613113403]","[0.436917245388031, 0.43857356905937195, -0.05430484935641289]"
"[0.29214930534362793, 0.6139662265777588, 4.6244292661867803e-07]","[0.2741638422012329, 0.5259648561477661, -0.014813927002251148]","[0.2694833278656006, 0.4442134201526642, -0.03374139219522476]","[0.25820785760879517, 0.37241631746292114, -0.05111757293343544]","[0.24053791165351868, 0.3207314908504486, -0.07032810151576996]","[0.35352975130081177, 0.42793282866477966, -0.050626177340745926]","[0.38925421237945557, 0.3286689221858978, -0.0751207247376442]","[0.41257935762405396, 0.2717720866203308, -0.08805102109909058]","[0.4335533082485199, 0.22780290246009827, -0.09568601101636887]","[0.38510262966156006, 0.4608553647994995, -0.05654421076178551]","[0.4418471157550812, 0.369433730840683, -0.0790473073720932]","[0.47979438304901123, 0.311951607465744, -0.09112061560153961]","[0.5103746652603149, 0.2692492604255676, -0.099419005215168]","[0.4064668118953705, 0.5042909979820251, -0.06203015521168709]","[0.4669506251811981, 0.4320213794708252, -0.08531132340431213]","[0.5053205490112305, 0.3835492432117462, -0.09935270994901657]","[0.5342225432395935, 0.3452794551849365, -0.1077168807387352]","[0.4206923544406891, 0.551504373550415, -0.06706485897302628]","[0.4802793860435486, 0.5182629823684692, -0.08675193041563034]","[0.5167848467826843, 0.4982561469078064, -0.0946967825293541]","[0.5477381348609924, 0.478318452835083, -0.09893516451120377]"
"[0.5609205365180969, 0.5933185815811157, 5.279100605548592e-07]","[0.5858235359191895, 0.5234327912330627, -0.02139461226761341]","[0.5947771072387695, 0.4515179693698883, -0.03723985701799393]","[0.6059887409210205, 0.3956659734249115, -0.04931524395942688]","[0.6233052611351013, 0.3570905923843384, -0.06220060586929321]","[0.5258226990699768, 0.4437022805213928, -0.04359688609838486]","[0.49540382623672485, 0.3781568109989166, -0.06354617327451706]","[0.47498252987861633, 0.33311033248901367, -0.0773480236530304]","[0.4606408178806305, 0.29682138562202454, -0.08667966723442078]","[0.4990750551223755, 0.46652355790138245, -0.041878592222929]","[0.4726932644844055, 0.4007338285446167, -0.06380484998226166]","[0.46580833196640015, 0.3505514860153198, -0.07821007817983627]","[0.4669845402240753, 0.3095250725746155, -0.08866516500711441]","[0.4805052876472473, 0.4973447918891907, -0.03958406671881676]","[0.46020764112472534, 0.44290995597839355, -0.057043809443712234]","[0.46646648645401, 0.3999321162700653, -0.06417781114578247]","[0.48108768463134766, 0.36882033944129944, -0.06837879121303558]","[0.4670153856277466, 0.5332222580909729, -0.03854423761367798]","[0.44226524233818054, 0.496633380651474, -0.0515795573592186]","[0.44058406352996826, 0.4695530831813812, -0.05500826612114906]","[0.44507166743278503, 0.4498647451400757, -0.05650027468800545]"
"[0.29151713848114014, 0.61048424243927, 4.47609096454471e-07]","[0.2726728916168213, 0.5224055051803589, -0.011968294158577919]","[0.26818645000457764, 0.44148367643356323, -0.030050795525312424]","[0.2568429112434387, 0.3697892725467682, -0.04662923887372017]","[0.23931720852851868, 0.3186195492744446, -0.06505466997623444]","[0.35331329703330994, 0.42264389991760254, -0.05029972270131111]","[0.3891497850418091, 0.3249218165874481, -0.07337382435798645]","[0.41207432746887207, 0.26888400316238403, -0.08500520139932632]","[0.4318850636482239, 0.22537575662136078, -0.09180261194705963]","[0.38459277153015137, 0.45678359270095825, -0.05674407258629799]","[0.4413122832775116, 0.3655163049697876, -0.07753996551036835]","[0.4780770540237427, 0.30890315771102905, -0.08816821128129959]","[0.5066891312599182, 0.2668536901473999, -0.09561430662870407]","[0.4055631756782532, 0.5015690326690674, -0.0622120276093483]","[0.46562397480010986, 0.42755553126335144, -0.08365464210510254]","[0.5030835270881653, 0.37966251373291016, -0.0962301567196846]","[0.5310993194580078, 0.34187477827072144, -0.10394132882356644]","[0.4191570281982422, 0.5497397780418396, -0.06688826531171799]","[0.47895124554634094, 0.5151234269142151, -0.08532420545816422]","[0.514526903629303, 0.494667649269104, -0.09233945608139038]","[0.5448009967803955, 0.474112868309021, -0.09597919136285782]"
"[0.5592909455299377, 0.5887756943702698, 6.073056511013419e-07]","[0.5837666988372803, 0.5145012140274048, -0.020971378311514854]","[0.5939562320709229, 0.44597604870796204, -0.03790382295846939]","[0.6052825450897217, 0.3927769362926483, -0.05208175256848335]","[0.6229466199874878, 0.3533305823802948, -0.06770168989896774]","[0.5206629633903503, 0.4388163089752197, -0.04720793664455414]","[0.4873606264591217, 0.37290146946907043, -0.07085262984037399]","[0.46229076385498047, 0.32587069272994995, -0.08589036762714386]","[0.4450322985649109, 0.28814396262168884, -0.09693773835897446]","[0.4948035478591919, 0.45915716886520386, -0.04937034845352173]","[0.46993377804756165, 0.3906388580799103, -0.07820586115121841]","[0.46949058771133423, 0.33683153986930847, -0.09668347239494324]","[0.47820913791656494, 0.2939656674861908, -0.10938878357410431]","[0.4801338016986847, 0.49093708395957947, -0.05089878290891647]","[0.4648299813270569, 0.43688347935676575, -0.07882440090179443]","[0.4829442501068115, 0.39525455236434937, -0.09294549375772476]","[0.5084594488143921, 0.36379414796829224, -0.10096324980258942]","[0.47309982776641846, 0.5284501910209656, -0.05301958695054054]","[0.46098917722702026, 0.5055332779884338, -0.07830916345119476]","[0.47751113772392273, 0.4917229413986206, -0.08834133297204971]","[0.4990263879299164, 0.4813198745250702, -0.09338801354169846]"
"[0.28973060846328735, 0.6105929613113403, 4.43370510083696e-07]","[0.271931529045105, 0.5226268768310547, -0.01329418458044529]","[0.26764512062072754, 0.44044941663742065, -0.03158733248710632]","[0.2562319338321686, 0.3693538308143616, -0.04845147207379341]","[0.23830769956111908, 0.3186487555503845, -0.0671943798661232]","[0.3524658977985382, 0.42342883348464966, -0.0493088997900486]","[0.3872855007648468, 0.3254297375679016, -0.07299666106700897]","[0.41004425287246704, 0.26907283067703247, -0.08553799241781235]","[0.4301387667655945, 0.22532464563846588, -0.09317415952682495]","[0.38371747732162476, 0.456819087266922, -0.055980782955884933]","[0.43951383233070374, 0.36574870347976685, -0.07748812437057495]","[0.4764448404312134, 0.3091624975204468, -0.08912760019302368]","[0.5060754418373108, 0.26695516705513, -0.09736081212759018]","[0.40433982014656067, 0.5012847781181335, -0.06208498403429985]","[0.46479082107543945, 0.42789706587791443, -0.08472354710102081]","[0.5030714869499207, 0.3803451657295227, -0.09844812750816345]","[0.532132089138031, 0.3423216640949249, -0.10688606649637222]","[0.4177777171134949, 0.5497878789901733, -0.0675739124417305]","[0.47741758823394775, 0.5158127546310425, -0.08726856857538223]","[0.5136630535125732, 0.49558642506599426, -0.09520255029201508]","[0.54469233751297, 0.4750921428203583, -0.09953490644693375]"
"[0.5545832514762878, 0.5909048914909363, 7.110925253073219e-07]","[0.583920419216156, 0.5215961933135986, -0.025837436318397522]","[0.5936269164085388, 0.45052748918533325, -0.045757394284009933]","[0.6050176620483398, 0.39486294984817505, -0.06103261560201645]","[0.6220862865447998, 0.3524928689002991, -0.07775922864675522]","[0.5181342363357544, 0.4457325339317322, -0.0625101625919342]","[0.48169171810150146, 0.3726349472999573, -0.08801915496587753]","[0.45559653639793396, 0.32146328687667847, -0.10283965617418289]","[0.4376726746559143, 0.28135180473327637, -0.11355852335691452]","[0.49100369215011597, 0.46799248456954956, -0.06241917237639427]","[0.46391892433166504, 0.39153391122817993, -0.09108758717775345]","[0.4702466130256653, 0.3328154683113098, -0.10681615024805069]","[0.4861923158168793, 0.28864532709121704, -0.11731858551502228]","[0.4761788845062256, 0.5012284517288208, -0.06131859868764877]","[0.4645777940750122, 0.4373913109302521, -0.0896369218826294]","[0.4905083179473877, 0.39193370938301086, -0.10205022990703583]","[0.5215235948562622, 0.35873663425445557, -0.1089707762002945]","[0.47024664282798767, 0.538512110710144, -0.060890939086675644]","[0.470685750246048, 0.5057021975517273, -0.0877496600151062]","[0.493836373090744, 0.48812136054039, -0.09719585627317429]","[0.5191987752914429, 0.47696927189826965, -0.1015876829624176]"
"[0.2900655269622803, 0.6113125085830688, 4.5013592853138107e-07]","[0.271731436252594, 0.5221596956253052, -0.012669180519878864]","[0.2670864164829254, 0.44020703434944153, -0.03152811899781227]","[0.25554442405700684, 0.3682710826396942, -0.048608582466840744]","[0.23739998042583466, 0.3172069191932678, -0.06758695095777512]","[0.35052740573883057, 0.42484086751937866, -0.054343484342098236]","[0.387301504611969, 0.3248358964920044, -0.07927033305168152]","[0.4103095531463623, 0.2674907445907593, -0.09193382412195206]","[0.43050649762153625, 0.22288531064987183, -0.09927308559417725]","[0.3815338909626007, 0.4583807587623596, -0.06052452698349953]","[0.43895721435546875, 0.36523452401161194, -0.08294637501239777]","[0.4764263927936554, 0.30811840295791626, -0.09406303614377975]","[0.5060017108917236, 0.26617562770843506, -0.10187957435846329]","[0.4027514159679413, 0.5024291276931763, -0.06557014584541321]","[0.46386104822158813, 0.4276178181171417, -0.0879579707980156]","[0.5018119215965271, 0.3792196214199066, -0.10066474229097366]","[0.5303990840911865, 0.3416571617126465, -0.10846681892871857]","[0.4172709882259369, 0.5497648119926453, -0.06985118985176086]","[0.47755420207977295, 0.5145406126976013, -0.08897598832845688]","[0.5135862231254578, 0.4934135675430298, -0.09637530893087387]","[0.5444715023040771, 0.4724544584751129, -0.10032239556312561]"
